Country,Name,Region,Scenario,Degrees,GCM,Labor Shock,ST_AG_Welfare_in_M_USD,ST_NONAG_Welfare_in_M_USD,Welfare_in_M_USD,Valueadded_in_M_USD,Initial_Income_in_M_USD
xoc,Rest of Oceania,Oceania,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,5.078649521,80.66330719,85.74195862,45784.75981,52006.2461
chn,China,E Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-2585.232422,-4925.726563,-7510.956055,10634354.25,10702734
hkg,Hong Kong,E Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-21.3392067,-7.489453316,-28.82862473,338351.8605,303837.5313
jpn,Japan,E Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,29.19244385,-606.2816773,-577.0889282,3811644.095,4222925
kor,"Korea, Republic of",E Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,19.81329346,-151.3425598,-131.5292969,1319140.14,1436882.25
mng,Mongolia,E Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-1.56430316,1.20905757,-0.355245113,9534.373161,10260.3457
twn,Chinese Taipei,E Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-1.966190457,188.8623047,186.8961792,498787.0241,539912.0625
xea,Rest of East Asia,E Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-0.520234942,10.59010315,10.06986713,65991.24494,60750.1563
brn,Brunei Darussalam,SE Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-1.5700593,-2.200235844,-3.770294905,11404.3365,10575.5898
khm,Cambodia,SE Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-65.13980103,35.63838959,-29.50144959,20269.07872,20846.584
idn,Indonesia,SE Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-240.1315765,2066.953613,1826.828369,995883.1294,902508.75
lao,Lao PDR,SE Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-2.929443359,18.70162201,15.77218437,15937.08307,15495.9434
mys,Malaysia,SE Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-15.962286,814.7029419,798.7404175,306019.3639,286098.25
phl,Philippines,SE Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-13.12974262,849.7179565,836.5881348,299024.833,308774
sgp,Singapore,SE Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-3.399920702,98.74739075,95.34748077,306124.7433,311263.2188
tha,Thailand,SE Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-141.2106018,739.3116455,598.1010132,402651.6075,407908.0937
vnm,Viet Nam,SE Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-250.2132263,255.5103455,5.297092438,194587.7331,210226.0781
xse,Rest of Southeast Asia,SE Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-72.722229,74.91494751,2.192706823,60388.88224,59210.5547
afg,Afghanistan,C Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-65.06402588,5.315431118,-59.74859619,16888.34378,15970.0098
bgd,Bangladesh,S Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-270.7945862,496.5405884,225.746048,289703.3159,272672.4375
ind,India,S Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-4707.381836,1825.811646,-2881.570313,2525112.672,2434175.5
npl,Nepal,S Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,2.861160994,18.19616318,21.05731773,23537.00307,26950.0723
pak,Pakistan,S Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-4156.941406,-888.1259766,-5045.070313,330316.3011,318852.125
lka,Sri Lanka,S Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,18.34545517,186.4067383,204.7522125,76728.41096,81567.0313
xsa,Rest of South Asia,S Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-0.381073684,1.131219387,0.750145853,6478.645404,6360.7217
can,Canada,N America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,8.838148117,163.6824951,172.5206299,1314982.922,1470133.25
usa,United States of America,N America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,250.5883331,-2001.767334,-1751.178955,15606495.82,17663314
mex,Mexico,N America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,29.32440186,729.4908447,758.8153076,1074965.616,1045179
xna,Rest of North America,N America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-0.55990845,-0.452493668,-1.012405157,31446.136,36104.6172
arg,Argentina,S America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,30.53167915,190.2977753,220.8293915,513469.6686,605007.875
bol,Bolivia,S America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-7.237677097,12.53794098,5.300262451,31272.25462,35194.4219
bra,Brazil,S America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,376.2820435,4162.668457,4538.949707,1532254.245,1820812.375
chl,Chile,S America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,3.430818558,18.08334923,21.51416397,258966.5603,252467.9219
col,Colombia,S America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-7.506920815,285.2717896,277.7648315,264684.6565,285542.3437
ecu,Ecuador,S America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,16.26129532,75.54317474,91.80447388,95360.94733,91470.0547
pry,Paraguay,S America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-12.40704823,8.788766861,-3.618285179,34200.03753,36365.2734
per,Peru,S America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-1.922600746,80.62632752,78.70372772,196870.4334,192188.6563
ury,Uruguay,S America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,6.006438255,24.89994621,30.90637589,50360.05408,58933.2617
ven,Venezuela,S America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,23.73822594,763.3873901,787.1252441,231786.982,227818.25
xsm,Rest of South America,S America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,2.400895834,37.5898819,39.99078751,11449.23467,12486.4063
cri,Costa Rica,C America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,9.519311905,60.32643509,69.84573364,48892.29968,56441.3281
gtm,Guatemala,C America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,14.61400414,74.75336456,89.36739349,65807.24184,65803.1172
hnd,Honduras,C America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,5.486448288,38.37201309,43.85845184,19662.4006,20325.9297
nic,Nicaragua,C America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,4.204854012,38.84433746,43.04916382,11431.13223,12682.29
pan,Panama,C America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,2.572981358,99.834198,102.4071579,51717.71568,56917.7617
slv,El Salvador,C America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,0.342217177,36.50156021,36.84378052,22447.3747,22695.1777
xca,Rest of Central America,C America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-0.224612817,4.951043129,4.726430893,1261.343153,1638.5942
dom,Dominican Republic,C America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,23.53849602,99.02825928,122.5667496,73011.67222,73286.0078
hti,Haiti,C America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,23.72336578,22.60219193,46.32555008,13165.08978,13306.667
jam,Jamaica,C America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,2.602344751,31.61158562,34.21393585,11199.61762,13920.3203
pri,Puerto Rico,C America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,5.515164375,307.6948853,313.2099304,88186.64549,92681.7188
tto,Trinidad and Tobago,C America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,1.682586193,76.2276001,77.91018677,21229.1312,20768.2227
xcb,Rest of Caribbean,C America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-7.452205658,184.7345276,177.2822418,119976.1443,125676.7969
aut,Austria,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,8.3680439,28.22089768,36.58893585,288015.861,368294.3438
bel,Belgium,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,7.492789745,7.876297951,15.36908436,337525.0001,448323.2187
bgr,Bulgaria,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,4.455704689,7.36666584,11.82236671,46822.77924,53544.9297
hrv,Croatia,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,2.745536804,8.477160454,11.2226963,40347.9858,50285.0195
cyp,Cyprus,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,1.642913938,17.50197983,19.14489746,18698.6466,19540.6523
cze,Czech Republic,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,4.446841717,8.301720619,12.748559,168739.1319,193082.875
dnk,Denmark,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,10.75874329,17.04842949,27.80716324,270579.1919,298167.9063
est,Estonia,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-0.355410874,0.271545291,-0.083865203,19880.63649,24291.8047
fin,Finland,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,5.73978138,5.277001381,11.01678181,190558.2423,226543.8594
fra,France,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,81.3693161,284.1277466,365.4971314,1679692.874,2334273.5
deu,Germany,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,59.52703857,166.3079834,225.8349609,2695266.552,3309027.25
grc,Greece,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,26.16018105,34.78960419,60.94976807,146290.767,178645.4531
hun,Hungary,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,5.149581909,17.06592751,22.21551514,102057.0524,129410.2344
irl,Ireland,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,1.628577232,7.827342033,9.455905914,289339.8116,308923.125
ita,Italy,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,59.74040222,302.1192627,361.8597412,1400627.102,1739692.875
lva,Latvia,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,0.290040255,0.904931068,1.194971561,22500.86449,27634.2188
ltu,Lithuania,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,2.522150993,0.819421649,3.341569424,37254.97136,44220.0352
lux,Luxembourg,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-1.482978821,3.841006756,2.358027935,52039.14419,60737.8008
mlt,Malta,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,0.011884159,4.004060268,4.015944481,10150.52118,12213.8828
nld,Netherlands,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,35.1509819,49.0949173,84.24588013,591769.5196,749251.6875
pol,Poland,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,15.20917606,26.98217201,42.19136429,383990.9938,488390.6875
prt,Portugal,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,8.633599281,22.78352356,31.41713142,167046.0794,197595.2969
rou,Romania,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,9.683769226,26.75179482,36.43557739,172184.9273,189773.4844
svk,Slovakia,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,2.238485575,4.650412083,6.888897896,73501.22106,86277.4531
svn,Slovenia,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,1.369712114,3.790385008,5.160097599,33702.51129,43449.5859
esp,Spain,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,71.53222656,316.9723511,388.5045776,1006238.584,1176747
swe,Sweden,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,7.775655747,15.38104343,23.15670013,341947.0578,481407.4688
gbr,United Kingdom,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,24.7441349,89.02158356,113.7656097,2070663.3,2462082.5
che,Switzerland,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-1.497258306,32.48106384,30.98381043,614780.3482,618194.375
nor,Norway,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-4.036873817,21.67539597,17.63850403,302568.304,353843
xef,Rest of European Free Trade Association,Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,0.612900019,0.460025668,1.072924852,26777.26109,28340.1992
alb,Albania,E Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,1.765479565,2.625020027,4.390500069,9961.498811,11598.3936
srb,Serbia,E Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,3.027610302,7.938798904,10.96640778,32499.2485,41049.5742
blr,Belarus,E Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,5.506331444,2.748351097,8.254680634,41291.25916,51442.7148
rus,Russian Federation,E Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-26.38951492,153.031311,126.641861,1414849.657,1416931.5
ukr,Ukraine,E Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,25.84015656,22.9179039,48.75807953,92953.81384,98648.5625
xee,Rest of Eastern Europe,E Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,1.749172688,1.587299466,3.336472511,6978.320462,9089.6191
xer,Rest of Europe,E Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,2.034554958,6.131961823,8.166519165,59313.17139,67338.8828
kaz,Kazakhstan,C Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-8.139943123,26.46999168,18.33004379,155216.6755,156797.7969
kgz,Kyrgyzstan,C Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,2.135010481,0.560508728,2.695519686,5631.758315,6901.4082
tjk,Tajikistan,C Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-0.380083144,1.025002718,0.644919157,6230.993532,6962.8936
uzb,Uzbekistan,C Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,11.5225172,15.76809692,27.2906208,59072.85149,58356.4453
xsu,Rest of Former Soviet Union,C Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-0.322731733,28.72436142,28.4016304,38501.65897,34832.8945
arm,Armenia,C Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,0.3218638,0.689695358,1.011559248,9593.049776,10835.7744
aze,Azerbaijan,C Asia,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-1.891272903,28.35173798,26.46047211,39217.26613,38413.6484
geo,Georgia,E Europe,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,0.491886079,2.150965929,2.642851353,13221.33537,14890.5439
bhr,Bahrain,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-2.001106739,-0.781981945,-2.783006191,35957.80133,32165.9746
irn,Iran,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-65.15167999,21.84492683,-43.30679321,515346.4176,434931.9375
irq,Iraq,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-77.07896423,103.7559586,26.67694473,219386.9528,174636.375
isr,Israel,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,22.35817528,327.5165405,349.8748169,271465.7657,327577.625
jor,Jordan,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,3.35315609,27.60151863,30.95467949,36172.58826,38384.7266
kwt,Kuwait,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-19.9444809,-26.07035065,-46.01482391,123851.7658,110131.9297
lbn,Lebanon,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,5.613577366,37.29206467,42.90563583,43210.48119,46798.6133
omn,Oman,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-15.40103722,1.976943612,-13.42409134,79547.22301,71967.0938
pse,Palestine,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,19.56165886,45.67765045,65.23921204,14506.15917,14449.8262
qat,Qatar,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-28.15466309,-754.1364746,-782.2908325,150309.7396,144336.1875
sau,Saudi Arabia,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-108.0319214,-54.23117065,-162.2630768,717614.6933,623457.25
syr,Syrian Arab Republic,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-7.367825985,9.733411789,2.36559391,11606.10289,15360.2432
tur,Turkey,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,60.74660492,165.0767822,225.8233032,672482.8986,767607.5
are,United Arab Emirates,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-87.47566223,-742.2929688,-829.7686768,381383.6835,337926.6875
xws,Rest of Western Asia,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-46.03363419,21.96482468,-24.0688839,17328.90224,19057.4824
dza,Algeria,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,20.34212494,68.06713104,88.40924072,149027.0735,152328.75
egy,Egypt,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,32.18012238,239.1384735,271.3186646,249434.5177,221589.6875
mar,Morocco,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,14.76540947,54.68501282,69.45042419,99709.36145,96825.1016
tun,Tunisia,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,7.671113968,26.97920036,34.65032196,33090.36173,39588.7969
xnf,Rest of North Africa,M East & N Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,6.206777573,26.95769501,33.16446304,60859.96295,60982.6328
ben,Benin,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-13.57761097,40.79631043,27.21869278,9998.454091,11939.5635
bfa,Burkina Faso,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-23.68979454,12.79329968,-10.89648819,12273.69609,13260.4795
cmr,Cameroon,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,5.709997654,30.38738251,36.09736633,32652.87069,33822.0273
civ,Côte d'Ivoire,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,3.147021294,198.7263031,201.87323,44814.00262,48491.9961
gha,Ghana,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-20.69156647,299.0201416,278.3284912,52146.10277,56548.1328
gin,Guinea,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-2.951164722,12.40960789,9.458438873,8454.469752,9704.915
mli,Mali,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-52.63389587,19.48562622,-33.14825821,13792.51909,14441.8711
ner,Niger,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-58.19213867,7.481472015,-50.71066666,10467.61713,10187.2168
nga,Nigeria,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-123.6779251,1373.997681,1250.319092,363748.5919,351873.0313
sen,Senegal,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-4.910301209,45.71458817,40.80429077,16967.08291,19634.0078
tgo,Togo,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-2.141014576,23.04684639,20.90482712,4801.14959,5927.6763
xwf,Rest of Western Africa,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-16.04453278,24.7489624,8.704428673,13873.75896,16344.1787
caf,Central African Republic,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,0.110552721,0.921452641,1.032005549,1919.252688,1904.2909
tcd,Chad,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-8.5125494,3.558386087,-4.954159737,9752.811427,9400.3691
cog,Congo,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-0.995837808,5.656919956,4.661082268,6295.030544,9347.5195
cod,Democratic Republic of the Congo,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-1.926580429,30.54821968,28.62162781,34892.36037,35738.1094
gnq,Equatorial Guinea,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,0.714930892,3.6919415,4.406870842,9732.614641,10678.1719
gab,Gabon,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-0.298136145,10.36903572,10.07089806,14593.49193,13368.249
xac,Rest of South and Central Africa,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,19.66296387,21.02084351,40.68379593,49388.72103,60546.6953
com,Comoros,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,1.46291244,2.201213837,3.664124489,930.5551598,981.2072
eth,Ethiopia,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,18.94205093,15.13435936,34.07639313,71920.34853,76864.0938
ken,Kenya,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,11.31582069,36.25531006,47.57112885,79547.84022,77113.7031
mdg,Madagascar,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,3.684016705,9.667910576,13.35193157,12734.4005,12385.7598
mwi,Malawi,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,10.30725479,3.915752173,14.22300148,8393.566427,8407
mus,Mauritius,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-0.522268832,19.85734558,19.33508682,11501.04829,12268.0928
moz,Mozambique,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-1.437448978,10.43277741,8.995332718,11968.95216,12348.6631
rwa,Rwanda,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,1.486126661,0.60795486,2.094081879,8383.379628,8697.6426
sdn,Sudan,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-34.56600952,129.6538086,95.08782959,124735.8095,121914.9219
tza,"Tanzania, United Republic of",Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,24.82475472,32.4466629,57.27140808,47783.89261,50112.3516
uga,Uganda,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,15.23119831,10.68193054,25.91314697,29393.47599,28899.8398
zmb,Zambia,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,7.273118973,11.42657948,18.6996994,24640.60172,23699.3281
zwe,Zimbabwe,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,2.87644434,5.866447449,8.742893219,15591.5875,16528.8145
xec,Rest of Eastern Africa,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-5.687389851,21.41292381,15.72553349,17498.11635,19310.1895
bwa,Botswana,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-0.765921772,7.253694534,6.487772942,15429.91615,14402.4277
swz,Eswatini,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,0.514789641,1.318779469,1.83356905,4282.31421,4046.6099
nam,Namibia,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,0.802022099,3.389945984,4.191967964,11533.26367,11904.374
zaf,South Africa,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,4.458334923,90.13102722,94.58939362,334894.1536,349561.5625
xsc,Rest of South African Customs Union,Sub-Saharan Africa,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,-0.060483873,0.083921,0.023437019,2270.591123,2092.7068
xtw,Rest of the World,N America,Labor Only (All Sectors),1,GFDL-ESM4,Lancet,0.002275056,0.003113876,0.00538893,76.28003619,90.5929
aus,Australia,Oceania,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-2.063977957,162.6604309,160.596405,1141812.726,1189179.25
nzl,New Zealand,Oceania,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,19.67495155,6.38621521,26.06116104,180885.9698,187628.125
xoc,Rest of Oceania,Oceania,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,5.216556549,80.6239624,85.8405304,45784.75981,52006.2461
chn,China,E Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-3216.526123,-6607.165039,-9823.693359,10634354.25,10702734
hkg,Hong Kong,E Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-25.57076073,-13.40553093,-38.97627258,338351.8605,303837.5313
jpn,Japan,E Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,33.70925522,-367.2580566,-333.5484009,3811644.095,4222925
kor,"Korea, Republic of",E Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,11.67747116,-260.467041,-248.789566,1319140.14,1436882.25
mng,Mongolia,E Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-1.816243529,1.063513398,-0.752730608,9534.373161,10260.3457
twn,Chinese Taipei,E Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-4.548434734,128.2745361,123.7261429,498787.0241,539912.0625
xea,Rest of East Asia,E Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-1.348751426,6.269298554,4.920549393,65991.24494,60750.1563
brn,Brunei Darussalam,SE Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-1.716668129,-2.036252022,-3.752920151,11404.3365,10575.5898
khm,Cambodia,SE Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-82.42546845,32.59625244,-49.82922745,20269.07872,20846.584
idn,Indonesia,SE Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-332.2934265,1984.098877,1651.804932,995883.1294,902508.75
lao,Lao PDR,SE Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-14.19753265,13.8223362,-0.375194669,15937.08307,15495.9434
mys,Malaysia,SE Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-22.11903763,796.1744385,774.0559082,306019.3639,286098.25
phl,Philippines,SE Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,3.050429344,852.0062256,855.0562744,299024.833,308774
sgp,Singapore,SE Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-5.568841934,101.6775971,96.10873413,306124.7433,311263.2188
tha,Thailand,SE Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-186.2582703,601.1009522,414.8423462,402651.6075,407908.0937
vnm,Viet Nam,SE Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-417.3666382,107.2528229,-310.1138916,194587.7331,210226.0781
xse,Rest of Southeast Asia,SE Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-82.39294434,70.74034119,-11.65261936,60388.88224,59210.5547
afg,Afghanistan,C Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-66.47367859,5.283621788,-61.1900444,16888.34378,15970.0098
bgd,Bangladesh,S Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-314.5675354,346.2057495,31.63810921,289703.3159,272672.4375
ind,India,S Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-5665.336914,820.1766357,-4845.158691,2525112.672,2434175.5
npl,Nepal,S Asia,Labor Only (All Sectors),1,HadGEM3-GC31-LL,Lancet,-20.55061531,14.6595726,-5.891057015,23537.00307,26950.0723
