Country,Name,Region,Scenario,Degrees,GCM,Welfare Component,Labor Shock,ST_AG_Welfare_in_M_USD,ST_NONAG_Welfare_in_M_USD,Welfare_in_M_USD,Valueadded_in_M_USD,Initial_Income_in_M_USD
gtm,Guatemala,C America,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-64.04787445,-197.6005402,-261.6483765,65807.24184,65803.1172
hnd,Honduras,C America,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-15.40934563,-109.3943481,-124.8036041,19662.4006,20325.9297
nic,Nicaragua,C America,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-19.09266472,-123.1660614,-142.2586823,11431.13223,12682.29
pan,Panama,C America,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-36.75756836,-298.6018677,-335.3591919,51717.71568,56917.7617
slv,El Salvador,C America,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-21.7959156,-129.6617737,-151.4576874,22447.3747,22695.1777
xca,Rest of Central America,C America,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-6.584722042,-9.248690605,-15.83341503,1261.343153,1638.5942
dom,Dominican Republic,C America,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-73.99159241,-211.8597412,-285.8513184,73011.67222,73286.0078
hti,Haiti,C America,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-42.06388092,-36.78947449,-78.85333252,13165.08978,13306.667
jam,Jamaica,C America,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-11.14820862,-71.4571228,-82.60532379,11199.61762,13920.3203
pri,Puerto Rico,C America,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-4.84469986,-503.3334351,-508.1781311,88186.64549,92681.7188
tto,Trinidad and Tobago,C America,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-8.823787689,-150.361908,-159.1857605,21229.1312,20768.2227
xcb,Rest of Caribbean,C America,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-188.6678772,-727.2380371,-915.9060059,119976.1443,125676.7969
aut,Austria,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-18.28178597,-142.1557465,-160.4376526,288015.861,368294.3438
bel,Belgium,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-27.05003738,40.87785339,13.82785416,337525.0001,448323.2187
bgr,Bulgaria,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,2.033066034,-20.43353844,-18.40047073,46822.77924,53544.9297
hrv,Croatia,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-15.46900177,-49.99243927,-65.46141052,40347.9858,50285.0195
cyp,Cyprus,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-8.627573013,-54.03731155,-62.66488648,18698.6466,19540.6523
cze,Czech Republic,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-2.443897486,-40.74475098,-43.18863297,168739.1319,193082.875
dnk,Denmark,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,31.67812347,-64.63592529,-32.95788574,270579.1919,298167.9063
est,Estonia,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-7.62917757,-2.20671773,-9.835897446,19880.63649,24291.8047
fin,Finland,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,2.16953516,-2.247593641,-0.078103527,190558.2423,226543.8594
fra,France,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,28.77131271,-1344.936768,-1316.165283,1679692.874,2334273.5
deu,Germany,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-78.3217926,-990.1508789,-1068.4729,2695266.552,3309027.25
grc,Greece,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-117.8160858,-155.4226074,-273.2388306,146290.767,178645.4531
hun,Hungary,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-1.903913498,-94.50468445,-96.40853882,102057.0524,129410.2344
irl,Ireland,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-19.61242676,-22.08995628,-41.70184326,289339.8116,308923.125
ita,Italy,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-182.0503082,-1818.046021,-2000.096436,1400627.102,1739692.875
lva,Latvia,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-2.351527214,-4.891061783,-7.242545128,22500.86449,27634.2188
ltu,Lithuania,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,6.950654507,5.016525269,11.96718025,37254.97136,44220.0352
lux,Luxembourg,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-13.17942429,-23.03603363,-36.21547318,52039.14419,60737.8008
mlt,Malta,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-5.243505001,-28.10007477,-33.34357452,10150.52118,12213.8828
nld,Netherlands,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,133.5918121,-80.02659607,53.56539917,591769.5196,749251.6875
pol,Poland,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,3.521587849,-132.1516876,-128.6300049,383990.9938,488390.6875
prt,Portugal,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-35.50659943,-67.62820435,-103.1347656,167046.0794,197595.2969
rou,Romania,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-52.94280243,-134.8028565,-187.7457733,172184.9273,189773.4844
svk,Slovakia,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,0.944866478,-20.1963768,-19.25152397,73501.22106,86277.4531
svn,Slovenia,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-6.96923542,-23.07587433,-30.04512024,33702.51129,43449.5859
esp,Spain,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-51.84716034,-1298.34668,-1350.194336,1006238.584,1176747
swe,Sweden,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-5.016507149,-33.7803421,-38.79681015,341947.0578,481407.4688
gbr,United Kingdom,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-48.8600235,-220.7019348,-269.5615234,2070663.3,2462082.5
che,Switzerland,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-68.37063599,-305.578125,-373.9485474,614780.3482,618194.375
nor,Norway,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-34.78236771,-177.6510162,-212.4333649,302568.304,353843
xef,Rest of European Free Trade Association,Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,3.834497452,-2.722211838,1.112294436,26777.26109,28340.1992
alb,Albania,E Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-13.62449265,-16.30156708,-29.92605782,9961.498811,11598.3936
srb,Serbia,E Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-13.29135418,-40.90851593,-54.19986725,32499.2485,41049.5742
blr,Belarus,E Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,1.873776674,5.532412052,7.406189919,41291.25916,51442.7148
rus,Russian Federation,E Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-435.0896301,-1476.40271,-1911.492432,1414849.657,1416931.5
ukr,Ukraine,E Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,33.07402802,-140.776825,-107.7027817,92953.81384,98648.5625
xee,Rest of Eastern Europe,E Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-0.288017213,-7.425339222,-7.713364124,6978.320462,9089.6191
xer,Rest of Europe,E Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-14.46259594,-29.8826828,-44.34527969,59313.17139,67338.8828
kaz,Kazakhstan,C Asia,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-62.5502243,-232.2903442,-294.8406372,155216.6755,156797.7969
kgz,Kyrgyzstan,C Asia,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,5.330120087,-8.616550446,-3.286428928,5631.758315,6901.4082
tjk,Tajikistan,C Asia,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-6.386131287,-5.810273647,-12.19640732,6230.993532,6962.8936
uzb,Uzbekistan,C Asia,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-51.64746857,-75.68563843,-127.3330536,59072.85149,58356.4453
xsu,Rest of Former Soviet Union,C Asia,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-9.630738258,-127.0095825,-136.6402741,38501.65897,34832.8945
arm,Armenia,C Asia,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-1.978664279,-5.970637798,-7.949299812,9593.049776,10835.7744
aze,Azerbaijan,C Asia,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-27.4887352,-144.9988098,-172.4874725,39217.26613,38413.6484
geo,Georgia,E Europe,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-4.657322884,-10.71930122,-15.3766346,13221.33537,14890.5439
bhr,Bahrain,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-9.147277832,-1.950695276,-11.09798241,35957.80133,32165.9746
irn,Iran,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-372.6292725,-619.7990723,-992.4284058,515346.4176,434931.9375
irq,Iraq,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-440.2543335,-1321.306885,-1761.561279,219386.9528,174636.375
isr,Israel,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-59.66535187,-1037.598145,-1097.263428,271465.7657,327577.625
jor,Jordan,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-28.80816078,-89.63261414,-118.440773,36172.58826,38384.7266
kwt,Kuwait,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-88.19484711,-481.1084595,-569.3031616,123851.7658,110131.9297
lbn,Lebanon,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-30.6184864,-124.430191,-155.0487213,43210.48119,46798.6133
omn,Oman,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-59.14710999,-312.9106445,-372.0578003,79547.22301,71967.0938
pse,Palestine,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-42.12859345,-114.5814209,-156.7098389,14506.15917,14449.8262
qat,Qatar,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-106.6196747,-1551.194336,-1657.814209,150309.7396,144336.1875
sau,Saudi Arabia,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-445.8694763,-2869.75,-3315.620117,717614.6933,623457.25
syr,Syrian Arab Republic,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-29.09358978,-43.75896835,-72.85256958,11606.10289,15360.2432
tur,Turkey,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-177.9778748,-694.0767822,-872.0539551,672482.8986,767607.5
are,United Arab Emirates,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-264.7749023,-2164.632813,-2429.407715,381383.6835,337926.6875
xws,Rest of Western Asia,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-136.8376923,-119.378067,-256.2159424,17328.90224,19057.4824
dza,Algeria,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-289.8933106,-390.0922241,-679.9857788,149027.0735,152328.75
egy,Egypt,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-150.552124,-711.6490479,-862.2014771,249434.5177,221589.6875
mar,Morocco,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-104.8482895,-176.2569275,-281.1051636,99709.36145,96825.1016
tun,Tunisia,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-47.53544617,-101.7565537,-149.2920227,33090.36173,39588.7969
xnf,Rest of North Africa,M East & N Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-135.7225494,-178.2433929,-313.9659424,60859.96295,60982.6328
ben,Benin,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-90.38163757,-121.5687256,-211.9502869,9998.454091,11939.5635
bfa,Burkina Faso,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-60.30338287,-93.52627564,-153.8297119,12273.69609,13260.4795
cmr,Cameroon,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-57.09100342,-107.8474884,-164.938446,32652.87069,33822.0273
civ,Côte d'Ivoire,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-126.1003571,-576.7025147,-702.8031006,44814.00262,48491.9961
gha,Ghana,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-311.6970825,-942.47229,-1254.169678,52146.10277,56548.1328
gin,Guinea,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-23.71392822,-52.00135422,-75.71529388,8454.469752,9704.915
mli,Mali,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-160.3579712,-91.30368042,-251.6616974,13792.51909,14441.8711
ner,Niger,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-127.1902924,-62.23832703,-189.4285889,10467.61713,10187.2168
nga,Nigeria,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-1162.719238,-4518.720215,-5681.442383,363748.5919,351873.0313
sen,Senegal,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-54.53720093,-87.86273956,-142.3999634,16967.08291,19634.0078
tgo,Togo,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-26.65032196,-77.41424561,-104.0645447,4801.14959,5927.6763
xwf,Rest of Western Africa,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-88.71369934,-102.0226135,-190.7364044,13873.75896,16344.1787
caf,Central African Republic,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-14.0135231,-5.132447243,-19.14596939,1919.252688,1904.2909
tcd,Chad,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-77.26220703,-21.21343231,-98.47566986,9752.811427,9400.3691
cog,Congo,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-20.18250084,-32.83518219,-53.01769257,6295.030544,9347.5195
cod,Democratic Republic of the Congo,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-101.2514191,-128.6972961,-229.9487915,34892.36037,35738.1094
gnq,Equatorial Guinea,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-2.208205223,-13.67389298,-15.88210487,9732.614641,10678.1719
gab,Gabon,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-15.85474968,-41.33360291,-57.18835449,14593.49193,13368.249
xac,Rest of South and Central Africa,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-253.5551453,-160.250824,-413.8061523,49388.72103,60546.6953
com,Comoros,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-2.270527124,-6.273716927,-8.544246674,930.5551598,981.2072
eth,Ethiopia,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,2.19230032,-56.52265167,-54.33031464,71920.34853,76864.0938
ken,Kenya,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-20.92352295,-112.8447571,-133.76828,79547.84022,77113.7031
mdg,Madagascar,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-14.64657974,-21.32052231,-35.96709824,12734.4005,12385.7598
mwi,Malawi,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-26.56422806,-13.98138142,-40.545578,8393.566427,8407
mus,Mauritius,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-3.083666086,-39.7552681,-42.83895111,11501.04829,12268.0928
moz,Mozambique,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-62.28637695,-49.85303497,-112.1394348,11968.95216,12348.6631
rwa,Rwanda,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-3.060528994,-3.778210878,-6.838734627,8383.379628,8697.6426
sdn,Sudan,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-300.803833,-772.3873291,-1073.191406,124735.8095,121914.9219
tza,"Tanzania, United Republic of",Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-118.6352997,-108.210907,-226.8462372,47783.89261,50112.3516
uga,Uganda,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-42.85659027,-33.08380127,-75.94037628,29393.47599,28899.8398
zmb,Zambia,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-19.6684494,-30.1627388,-49.83121872,24640.60172,23699.3281
zwe,Zimbabwe,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-14.29425526,-22.1749363,-36.46919251,15591.5875,16528.8145
xec,Rest of Eastern Africa,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-61.06145477,-99.54207611,-160.6035156,17498.11635,19310.1895
bwa,Botswana,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-8.126111984,-29.90013886,-38.0262413,15429.91615,14402.4277
swz,Eswatini,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-1.231339097,-4.28547287,-5.516810894,4282.31421,4046.6099
nam,Namibia,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-2.470099211,-11.98435307,-14.45446014,11533.26367,11904.374
zaf,South Africa,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-13.86765099,-383.3058777,-397.1732788,334894.1536,349561.5625
xsc,Rest of South African Customs Union,Sub-Saharan Africa,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,-0.96809423,-0.76288867,-1.730983019,2270.591123,2092.7068
xtw,Rest of the World,N America,Labor Only (All Sectors),3.5,CMCC-CM2-SR5,EV_total,Lancet,0.011721479,-0.008130598,0.003590862,76.28003619,90.5929
aus,Australia,Oceania,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-62.92964172,-1075.328369,-1138.259033,1141812.726,1189179.25
nzl,New Zealand,Oceania,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,83.49180603,-47.62233734,35.8695221,180885.9698,187628.125
xoc,Rest of Oceania,Oceania,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-0.42484948,-192.9172211,-193.3421631,45784.75981,52006.2461
chn,China,E Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-14347.33984,-51859.875,-66207.20313,10634354.25,10702734
hkg,Hong Kong,E Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-123.8631592,-146.7492523,-270.6124573,338351.8605,303837.5313
jpn,Japan,E Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-182.2449341,-4967.462402,-5149.708008,3811644.095,4222925
kor,"Korea, Republic of",E Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-96.0461731,-1989.777222,-2085.813477,1319140.14,1436882.25
mng,Mongolia,E Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-10.37910938,-20.1517334,-30.53083801,9534.373161,10260.3457
twn,Chinese Taipei,E Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-68.64807129,-2416.307617,-2484.956055,498787.0241,539912.0625
xea,Rest of East Asia,E Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-16.39237022,-105.8936157,-122.2859802,65991.24494,60750.1563
brn,Brunei Darussalam,SE Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-7.504579544,-48.97557068,-56.48014832,11404.3365,10575.5898
khm,Cambodia,SE Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-201.4697571,-170.2507019,-371.7203369,20269.07872,20846.584
idn,Indonesia,SE Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-2769.020996,-7877.043945,-10646.05566,995883.1294,902508.75
lao,Lao PDR,SE Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-102.6728668,-75.1219635,-177.7948608,15937.08307,15495.9434
mys,Malaysia,SE Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-469.1925964,-2671.19751,-3140.390137,306019.3639,286098.25
phl,Philippines,SE Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-608.2321777,-1999.475342,-2607.708496,299024.833,308774
sgp,Singapore,SE Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-42.77702332,-633.3212891,-676.0983276,306124.7433,311263.2188
tha,Thailand,SE Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-633.6703491,-3636.611328,-4270.28125,402651.6075,407908.0937
vnm,Viet Nam,SE Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-1226.69812,-1925.999512,-3152.697754,194587.7331,210226.0781
xse,Rest of Southeast Asia,SE Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-455.5489197,-316.5891113,-772.1379395,60388.88224,59210.5547
afg,Afghanistan,C Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-92.48658752,31.76448822,-60.72216034,16888.34378,15970.0098
bgd,Bangladesh,S Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-911.6542969,-3879.649414,-4791.305664,289703.3159,272672.4375
ind,India,S Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-15754.9375,-23728.03125,-39482.96094,2525112.672,2434175.5
npl,Nepal,S Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-243.5466003,-55.52044678,-299.0669556,23537.00307,26950.0723
pak,Pakistan,S Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-4347.573731,-1804.283203,-6151.858398,330316.3011,318852.125
lka,Sri Lanka,S Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-165.62117,-405.2771606,-570.8983765,76728.41096,81567.0313
xsa,Rest of South Asia,S Asia,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-5.966596603,-2.552005768,-8.518602371,6478.645404,6360.7217
can,Canada,N America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-147.159729,-2134.670898,-2281.830078,1314982.922,1470133.25
usa,United States of America,N America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,391.5317383,-18091.08398,-17699.55078,15606495.82,17663314
mex,Mexico,N America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-316.4716187,-2030.057861,-2346.529053,1074965.616,1045179
xna,Rest of North America,N America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-4.496492386,-1.790685415,-6.287192822,31446.136,36104.6172
arg,Argentina,S America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-14.11698055,-1471.617188,-1485.734497,513469.6686,605007.875
bol,Bolivia,S America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-67.17024231,-57.18955994,-124.359787,31272.25462,35194.4219
bra,Brazil,S America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-1588.602051,-9807.525391,-11396.12598,1532254.245,1820812.375
chl,Chile,S America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,18.57908249,-137.7250214,-119.145813,258966.5603,252467.9219
col,Colombia,S America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-150.1667786,-1410.025024,-1560.191528,264684.6565,285542.3437
ecu,Ecuador,S America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,0.410650611,-261.6017151,-261.1911316,95360.94733,91470.0547
pry,Paraguay,S America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-41.23410034,-201.8237915,-243.0578919,34200.03753,36365.2734
per,Peru,S America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-73.96699524,-412.2326355,-486.1996155,196870.4334,192188.6563
ury,Uruguay,S America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-3.878867626,-114.4610138,-118.3398743,50360.05408,58933.2617
ven,Venezuela,S America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-216.8461914,-1804.553833,-2021.400147,231786.982,227818.25
xsm,Rest of South America,S America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-5.654922009,-92.78459168,-98.43948364,11449.23467,12486.4063
cri,Costa Rica,C America,Labor Only (All Sectors),3.5,CMCC-ESM2,EV_total,Lancet,-21.42941856,-175.0232849,-196.4528198,48892.29968,56441.3281
